pathway,beta_FXS,beta_Drug_BAY,beta_Drug_BPN,beta_Drug_BP,beta_FXS_Drug_BAY,beta_FXS_Drug_BPN,beta_FXS_Drug_BP,p_FXS,p_Drug_BAY,p_Drug_BPN,p_Drug_BP,p_FXS_Drug_BAY,p_FXS_Drug_BPN,p_FXS_Drug_BP,combined_p_BAY,combined_p_BPN,combined_p_BP,padj_FXS,Biodomain
GOBP_PROTEIN_TO_MEMBRANE_DOCKING,-0.72738334874972,-0.265741959856501,0.265657992470896,-0.460175670886704,0.932151291131269,0.0497001064959,0.554794602906561,0.0010034576604339,0.0620811793617813,0.0621613811818615,0.0016688021475248,1.48016931165775e-05,0.802343777193124,0.0067416748992463,0.727946481632505,0.0187423905259631,0.0003062695389138,0.023642988992594708,Structural Stabilization
GOBP_NEGATIVE_REGULATION_OF_SIGNALING,-0.201155196397703,0.0046295284025092,0.0764296499391324,-0.0967339168949117,0.0098782416717872,-0.118317565250024,0.0447686342911121,0.0014620793508701,0.915343096032238,0.0831015600123983,0.0294621842290218,0.872584350768507,0.0584451257841472,0.46826252386177,0.0003620165036651,3.41895096338071e-06,1.32178423523058e-06,0.029612730237238257,unknown
GOBP_NATURAL_KILLER_CELL_ACTIVATION,-0.32551890280602,-0.0707423299434262,0.0177725337744141,-0.108748276806111,0.138956904601687,0.0825815995893917,0.0776391248103957,0.0012991006366426,0.101812353851021,0.677847174091772,0.0131978566713596,0.0244718341185012,0.175310533631203,0.202185197662903,0.0001372541505548,0.0008475512320017,1.25724826374923e-07,0.027847673012926673,Immune Response
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,-0.521866077738796,-0.0554367359719864,0.260355716480694,-0.378015042210439,0.448930358448701,-0.14605338164478,0.31191035286913,4.65918101493321e-05,0.628356356627207,0.0258619831811332,0.0015458157340037,0.0071319876617312,0.368351810727835,0.0576214342079059,0.260714441065496,0.0003559322496482,2.58599884942895e-07,0.0037458392709371425,Mitochondrial Metabolism
GOBP_PROTEIN_CATABOLIC_PROCESS,-0.305610920215874,-0.10448546459069,0.103336238895937,-0.269745105722699,0.223319433855512,-0.183880177666942,0.11073425157366,0.0001140379239025,0.164614296977758,0.169237041354372,0.0005655312521049,0.037484690893154,0.0850126714953222,0.296066534236059,0.0119700885446526,2.04069709939084e-07,4.06947761597516e-10,0.006812375443354791,Proteostasis
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION,0.788030366379648,0.088732132040773,0.12539490847044,-0.0456223906639193,-0.0953246973107243,-0.437446050394457,-0.149093703904871,0.0004465301730653,0.371782287427848,0.208388721382085,0.645267060691997,0.496867703339977,0.002644720791841,0.289274881733047,9.80773739900663e-08,0.0011675432198739,5.18683391591031e-05,0.01502509834736019,Cell Cycle
GOBP_MEGAKARYOCYTE_DIFFERENTIATION,-0.241896428636755,0.0030219374824153,0.0350677085590943,-0.0911698594233757,-0.0348118129412982,-0.18162896687152,0.0859855937920295,0.0031363973211138,0.938468741422287,0.37195175849687,0.0227008567687196,0.530150026070804,0.0016574231048285,0.124097626478685,4.27857082647987e-06,6.786797582211679e-11,3.31821768902074e-05,0.044458326495249716,Immune Response
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,-0.17802449076386,0.008553235291269,0.0654133614480006,-0.186558177819306,0.0274991187915625,-0.0849519816019507,0.13529291149967,0.0008947554773615,0.858334757329487,0.175490748890938,0.0002375820405385,0.685065235818127,0.212912495933292,0.0494770859624507,0.003725340437872,5.43084579140887e-05,2.8071187581705e-06,0.021966351253079993,unknown
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY,-0.582530993171968,-0.0631130983145472,0.169561204968944,-0.23938535145417,0.264912083704894,-0.224935669613167,0.0612157613382769,0.0002460690657632,0.452251734824416,0.0465159013966444,0.0056652663592768,0.0284255806583934,0.0613475509235316,0.605730901658715,0.0006380262846055,1.05534121456388e-08,8.91732734452663e-12,0.010935018568008536,Proteostasis
GOBP_MATURATION_OF_SSU_RRNA,-0.524914570154265,-0.332881771891629,0.0677067428188744,-0.442394806957586,0.740445732158931,-0.0179426079331806,0.273978748111468,8.53470280150938e-05,0.0098362502155828,0.59021745953311,0.000760116124128,8.85652636094478e-05,0.91953240079,0.126387570282399,0.348194518363843,0.0001456697967955,2.98245994705567e-08,0.005782485779300318,Proteostasis
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,-0.285242481658274,-0.072283745902042,0.044241192116835,-0.106137471982204,0.106195013080541,-0.114940046522439,-0.0078091271344681,0.0009430928329667,0.128571893343695,0.349374080571481,0.0272845325871418,0.114659751060384,0.0882878512568066,0.906682190638676,8.08747004602724e-05,2.37136476097262e-08,3.8314112457956403e-10,0.022833686705299505,unknown
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT,-0.500831402174442,0.0679234305049495,0.148431227163627,0.306042421817984,-0.0769166541429838,-0.151887624660185,-0.147238047469394,0.0004736546793718,0.361872541215748,0.0491675911360809,0.0001102129845398,0.464767318497687,0.151481040607821,0.164186478039222,4.93579124077806e-07,6.55250293909015e-07,0.0007417176207644,0.015396700873900607,unknown
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT,-0.28274877506586,0.0830927986063679,0.0983265938338719,0.0248056970283068,-0.0261668662869001,-0.135519652818429,-0.0039688750939731,0.0021190287892502,0.0864206622907083,0.0434685000728066,0.604700818623186,0.699264446986746,0.0488954831961213,0.953246651828268,0.000935107745567,2.75029758059286e-06,0.0001239244989971,0.03682774126795892,unknown
GOBP_NEGATIVE_REGULATION_OF_HISTONE_DEACETYLATION,0.692483978766168,0.180603788572816,0.0511930621530108,0.0423957622198917,-0.0590630013182947,0.111409747065094,0.158651858923956,0.0010405934001622,0.186697788047261,0.706316850807332,0.754954661763815,0.758489749622898,0.56233310464347,0.410012979727796,1.35709776000973e-06,3.87688478500631e-07,1.1386874789262e-07,0.02424674710289445,Epigenetic
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,-0.25056424862757,-0.0255097014788031,0.0805260818962943,-0.101070350321857,0.0642695140141699,-0.121099521637935,0.0320214824199814,0.0011862822595446,0.602380651415503,0.103489538348253,0.0422710661067453,0.354528255497111,0.0838278026296482,0.643695893036386,0.000561849153937,2.12253150313962e-06,1.93853457923435e-07,0.02635849104962812,unknown
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS,-0.738420228523475,-0.0060814695711908,0.277254626843779,-0.378011723850973,0.399585033134089,-0.142450984059107,0.505798245823616,0.0002972636800289,0.966589270956791,0.0599268743099316,0.0112837397202889,0.0553417428224008,0.488699352978335,0.016221411648577,0.0388069349595274,0.0002992206313941,0.0002541811607305,0.011814268219110849,Proteostasis
GOBP_RRNA_3_END_PROCESSING,0.427225511584677,0.131793683367533,0.198277507205312,-0.148743203857925,0.085855234545488,-0.396139293883927,-0.197318107437344,0.0033361221188387,0.296360554318559,0.11825495622433,0.239153012067383,0.629263074007029,0.0288772906466636,0.269193188539883,1.27382684445881e-06,0.0849243954757772,0.542098808781726,0.04611028629345038,Proteostasis
GOBP_REGULATION_OF_AXON_DIAMETER,0.910495082793976,-0.0958864193781966,-0.0144943918074205,0.343691913560682,-0.10272749125628,0.0572733996260248,-0.364217534479955,0.002261757743837,0.29905874047755,0.874715777911498,0.0003942358432058,0.430579371922258,0.65976819823539,0.0066152301091416,8.3495484668354e-05,1.37788719968955e-07,8.72875716384515e-07,0.0378062415790873,unknown
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,-1.00538714312944,-0.190566569253612,0.0560657982578136,-0.315059164714375,0.366712169131874,-0.085014665608885,0.236329535374709,0.0018533025093015,0.0471728093706814,0.553292777520816,0.001400537034872,0.0077095326514446,0.525100257703607,0.080636989756992,1.26119434355824e-05,5.12996763477957e-08,1.13716618290618e-08,0.033769865100282695,Proteostasis
GOBP_REPLICATION_FORK_PROCESSING,0.56328705614637,0.0877255124020024,-0.0155217407767462,0.0359017340599412,-0.120679047250618,-0.39608758150893,-0.344340988652558,0.0001346128550065,0.376461783009796,0.875255550057387,0.716645282140245,0.389533064116767,0.00607008707817,0.0162423840872816,4.61830194288804e-06,0.190092245908974,0.0276959185520838,0.00754118398366201,Cell Cycle
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,-0.227863523103359,-0.0962185621452383,0.0891130281650133,-0.225018313661619,0.197473365079336,-0.196045599058055,0.054520112483478,0.0027953340999534,0.175555034965853,0.209152382728795,0.0021605820233504,0.051234400352336,0.0528858915876414,0.584893738636181,0.0750860536722884,2.51689396722586e-06,2.13859441304141e-08,0.04217830765144586,unknown
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING,-0.39354725612852,-0.099575106891456,-0.057294894851577,-0.0267828573869291,0.200134801460669,0.177251674159211,0.105500415059319,1.0997202610987e-06,0.133489088084013,0.384940020446448,0.683900410543767,0.034633661926077,0.0603136195271581,0.258990687457229,1.19680523378086e-05,4.34518466859456e-05,2.54413746507869e-06,0.0003309215368540431,unknown
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,-0.336624775055663,-0.0040140218250737,0.043833195807971,-0.0621968408206877,0.059277254070313,-0.021119511712868,0.0522467886564757,0.0036482402808629,0.900726270887521,0.176419112327191,0.0569487012369466,0.195818978056304,0.642856628169262,0.25349089792579,6.24151808565161e-05,7.94592715316206e-06,8.16392458690486e-07,0.0486986902890343,Immune Response
GOBP_WYBUTOSINE_METABOLIC_PROCESS,0.507860355020959,-0.120163223427771,-0.0560393735518133,0.150048918158132,0.19684940091797,0.0619015682541516,-0.373382158809615,4.20419603947046e-05,0.194697306030645,0.543102940427033,0.106731798904146,0.133973948356459,0.634586686077148,0.0054827072615251,7.1238154685905605e-09,3.643386805085e-07,0.0048430782183058,0.0034592650537267878,unknown
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM,-0.359408030978812,-0.18154971999607,-0.0153456128057941,-0.0806867630010343,0.310768430901883,0.189574607641813,0.167132467155296,6.52658406691201e-05,0.0130902251191007,0.829589398464588,0.260220961761458,0.0029844898546635,0.0638213429588129,0.101172467665596,0.002491337409338,0.0149737073128579,0.0003353081141823,0.004773471068938701,Immune Response
GOBP_REGULATION_OF_PROTEIN_STABILITY,-0.316189303250986,-0.133907544243118,0.115215942052656,-0.287034579136412,0.302024864284315,-0.175898757631901,0.150571039518747,0.0001552746012882,0.0788613623142435,0.12924919068104,0.0003066340333706,0.0059627651119817,0.102017535610675,0.160359014496176,0.0495059109532264,5.75404826499674e-07,1.9187158683294903e-09,0.008176760503836611,Proteostasis
GOBP_PROTEIN_DESTABILIZATION,-0.270137241265198,-0.158217257818485,0.141536821973507,-0.17957337629922,0.25217721061498,-0.256689536356494,0.0595039190679743,0.0005436399957992,0.0367761122800541,0.0608778198852926,0.0183350281896321,0.0191312602084266,0.0171682761001609,0.572557289147516,0.0175495083275246,2.05859023463962e-07,1.4386079990833e-07,0.0165778670985159,Proteostasis
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,-0.524471471896092,-0.0068778877730179,0.0427397581417148,-0.0737404750512954,0.0450456624936144,0.030427914787406,0.157798427328471,0.0022047805422199,0.893423003804481,0.406435465563094,0.154363150908891,0.535591074395334,0.675341521984924,0.0329818410105306,2.22746158809592e-06,1.1279426993452e-05,1.82648562248967e-05,0.037452820436548365,Immune Response
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,-0.315127673087574,0.040041052062043,0.103698424860358,-0.113797614747047,0.0119784792882007,-0.0757267162030168,0.161394414034338,0.000152826420687,0.583386595472323,0.158449090507551,0.122332429940674,0.907529727868761,0.463736648503424,0.121288365188691,0.0003943910188191,0.0001098624330085,0.0003141073009976,0.008129130619573152,Immune Response
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,-0.752840473777212,-0.106934893759484,0.0225084735616427,-0.137025006135129,0.257159688209637,0.107565176471002,0.0662315477295221,0.0013865569566585,0.0916635364416637,0.719510974889033,0.031932106305309,0.0049957808424328,0.227528481426436,0.455754501870045,4.41646371678584e-06,2.09262728618468e-06,3.50800116037049e-10,0.028914238776766382,unknown
GOBP_ISG15_PROTEIN_CONJUGATION,-0.737681819687097,-0.0803295020583804,0.135067509917828,-0.318861820722582,0.184464078649599,-0.0716160167179485,0.258144945851372,0.0005191447029564,0.286535673502701,0.0756086161850851,7.11046385852907e-05,0.0859180668139792,0.500447863782554,0.0175042316672335,4.65231352527988e-07,8.150091605289e-08,2.13109980852785e-10,0.016176426069635517,unknown
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,-0.365044179329101,-0.0003037853444623,0.0779563341639531,-0.166267720438098,0.0450674606060589,-0.0890904587229323,0.149548719633844,0.0001019059376714,0.994904484846005,0.105058995030893,0.0008569405412892,0.503700849956852,0.18859395050634,0.0293366965303526,3.99010739268322e-07,2.61371679064232e-09,1.51666736223983e-09,0.006436383766701592,Apoptosis
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,0.758439221530382,0.197128705575809,-0.0188938999326802,-0.104529599585452,-0.373079874492136,0.0113796876769895,0.20929721861249,0.0003185784791647,0.0626264244839117,0.856327892367778,0.31846793226062,0.0137338380696355,0.938531547018535,0.159545321262544,5.35572340808609e-05,1.91257682289646e-07,2.14654283170888e-09,0.012426920528009706,Synapse
GOBP_DENSE_CORE_GRANULE_LOCALIZATION,0.530298229296292,-0.181102659714166,0.0490338921757543,-0.264729605402426,-0.0889345766929242,-0.303411601863416,0.297769551426121,0.000191686269198,0.156784153819813,0.699213581272596,0.0403025368909822,0.620361816889287,0.0945539537259651,0.100702026957279,0.0420295774844612,0.0311177652595708,1.07780124652355e-05,0.009560599614704778,unknown
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION,-0.874966759751159,0.0235430036480956,-0.0568495890434111,-0.149600033972711,0.007056664791853,0.309192213589015,0.313567643587793,0.0032918100790722,0.797324255030696,0.535718848929329,0.106419282545551,0.956581231344099,0.0197348122091644,0.0181347986370858,5.0933955947202e-06,0.00077059971374,0.0001227799521293,0.04555761334137767,unknown
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,-0.249217684820923,-0.0889984853269051,0.0986156595338453,-0.218271751772336,0.216961201508481,-0.166342930658296,0.0689510475881058,0.0002881506851908,0.175468224337101,0.133923136026336,0.0013176348675253,0.0212497507091642,0.0748899926578222,0.45568433413025,0.0619621470704501,1.06643563819913e-06,8.51628168356885e-10,0.011672319293959638,unknown
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,-0.397663601857781,-0.0346096073199628,0.120606047201147,-0.17651600381112,0.184423495493286,-0.138801911176032,0.103766891490114,1.04946993121777e-05,0.56660505488534,0.0491439266831983,0.00466876759968,0.0338770513209407,0.107464914816523,0.226610364181356,0.0002848793574814,1.14013779975966e-09,5.6926348417954695e-12,0.00151022389971192,unknown
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY,-0.550808921273531,-0.189192257323489,0.004825907332744,-0.094893022621734,0.278190213941477,-0.057187294498119,0.0343393058852168,0.0007194458809742,0.0355240388059982,0.956428857702804,0.284990184591972,0.0290594675859451,0.647377196415024,0.783458461606732,0.0001058834575049,4.11957940625639e-07,2.86499054692053e-07,0.01900069586730311,Lipid Metabolism
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY,-0.734615739478156,-0.0831398562836635,-0.0013859966592793,-0.212251809743337,0.395683728389219,0.216377640564323,0.347963446092222,0.0004369959585771,0.565589360607438,0.992347156453234,0.145444321159758,0.0565482293015222,0.291930463749546,0.092462748824014,0.0128307359613206,0.0021870764433916,0.0004140026689674,0.01482338930764304,Lipid Metabolism
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,-0.286261896837303,-0.0524713934839206,0.156374212805644,-0.34480990572926,0.202269659088681,-0.222485836040213,0.233567450918917,0.001459843764397,0.544184427836343,0.0738726706280563,0.0001629681370542,0.101391427987545,0.0721839446064094,0.0594153198630603,0.112784907960443,4.22502160506467e-05,3.8509719343274e-06,0.029612730237238257,Proteostasis
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,-0.491064055617736,-0.0160590408419313,0.112885482587989,-0.138469999107493,0.186177637744,-0.111448160033124,0.102837069552352,3.14129254607019e-11,0.794294188714777,0.0703315529092897,0.027387582867765,0.0356379457232482,0.203471928956183,0.240169520318435,1.67014538962584e-07,1.4288253100148202e-15,8.900300761477969e-18,1.654204654760562e-07,Immune Response
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL,-0.339313337429135,-0.0065754985881413,0.12115707012487,-0.253744401517979,0.18344068408391,-0.102908769231884,0.133195834687181,0.0004238587063099,0.916054447509455,0.055811322693096,0.0001327895551937,0.041045439015521,0.246074933151854,0.134736356659259,0.0319549751561003,2.24159410351847e-05,1.26296100577096e-09,0.014588496388417865,Proteostasis
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,-0.778472015074887,-0.112579580019492,0.0593230765164975,-0.13817431070832,0.346834273466074,-0.0648903118129277,-0.0155345200672216,0.0019439346476129,0.0964986900582137,0.377145203286758,0.0425302624296819,0.0005036965292594,0.493976717717905,0.869691694425931,0.0001504961646682,4.74768311769055e-08,8.456079676872859e-11,0.034882583875399595,Proteostasis
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER,-0.691872452701409,-0.0111818814797265,0.180103103390848,-0.410278485635453,0.142003061502677,-0.0454381073905721,0.541310222132577,0.0005980577444426,0.891813391494378,0.0316701570585833,5.06797750900649e-06,0.224787109487559,0.696103194588494,1.70827387674305e-05,1.20731041426919e-05,1.38464961455706e-05,1.21643548100106e-05,0.017439313760200654,Lipid Metabolism
GOBP_INTERFERON_ALPHA_PRODUCTION,-0.359658000609164,-0.0422122282337974,-0.0263308018307525,-0.0833347726019745,0.0085532336653803,0.0170902285379173,-0.0288444261845754,0.0023471531366123,0.507154717588715,0.678728694858109,0.19273831509071,0.924152651404022,0.849147737195418,0.748260040050852,1.02666513993379e-05,3.50956639810708e-05,1.20873633382462e-07,0.03844512727029664,Immune Response
GOBP_INTERFERON_BETA_PRODUCTION,-0.302902271115166,0.0446116238050607,0.0687936718472705,-0.0463944022348581,-0.0090221730786384,-0.121911552536363,-0.0534745637003188,0.0032004691167671,0.39237696860647,0.189035186953054,0.373856173268783,0.902358885700583,0.101174826607944,0.468097092754217,0.0004710369853568,3.20717973003679e-06,1.37442628214833e-07,0.04512361544550348,Immune Response
GOBP_INTERLEUKIN_18_PRODUCTION,-0.478402390921848,-0.165587120602041,-0.20281118150166,-0.0436116617211465,0.121800860278928,0.187761797431016,0.160949035070107,4.98286324273023e-06,0.0892191988842662,0.0384449149970233,0.65099315010243,0.372760958456617,0.171257724365755,0.239965890231908,5.26175542904031e-08,2.7076630898015e-07,0.0001678831819795,0.0008603199290563079,Immune Response
GOBP_INTERLEUKIN_23_PRODUCTION,-0.463609581680674,0.0814912936999244,0.12132249867858,0.106139111653688,-0.164258252092687,0.0498333797879026,-0.100499442981111,0.0029864562632487,0.415574981038601,0.227050221142266,0.289907856466908,0.247248399415245,0.724215805114354,0.477443341604458,1.76236510482796e-05,0.0215675570555294,0.0003201680876204,0.04332719794926374,Immune Response
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,-0.383363036454633,0.0806127131719597,0.0667156767085841,-0.193082657516666,-0.030143413740079,-0.122410949699969,0.0912920763304266,0.0009314220482591,0.353037617550362,0.441605828913938,0.0286814782331379,0.805382355683572,0.318932404516932,0.456476709453428,0.0007249546990209,8.27733967822021e-06,8.39726331961097e-07,0.022742642521659157,Immune Response
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION,-0.332528132362828,0.0881305556713105,0.0475706607743947,0.0612745172114985,-0.0527383219372034,-0.0035920224722842,-0.0710058918849849,0.0036718732176196,0.281750375063395,0.55988338749392,0.45309644543401,0.647463788058765,0.975131362319001,0.538391820440427,0.002369193011674,0.0031599814656151,0.0004632374577578,0.04889022595192115,Immune Response
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION,-0.425657328186088,-0.232865242603362,-0.187274695334094,-0.0580972601546305,0.263555209163586,0.0612143654352178,0.164093715395462,0.000214844333855,0.0355800377869915,0.0890391427660592,0.594038769394633,0.0905731364770458,0.691145634594718,0.288703928153267,0.0002708070540895,3.63721431370681e-07,0.003204759671722,0.01001212621310115,Immune Response
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,0.388371393183012,0.179794244972425,0.139617435297699,0.064245948566505,-0.321968195284564,-0.197883581168453,-0.0425373439147445,0.0003714530545193,0.010785436208645,0.0453925548140526,0.350798371409948,0.0014786084554067,0.0449353937127728,0.661331397774571,0.003527677423781,9.15633083629678e-05,1.17582167225425e-06,0.013490150242059542,Epigenetic
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,-0.455699702227125,0.0064840857226144,0.0153901723721656,-0.0415234492200154,0.136830176548936,0.0867741951239865,0.0232764611223533,0.0029285195298365,0.923711094722193,0.820230119192711,0.540340882545791,0.156500958859103,0.366467817264614,0.807987763934343,0.003727543550612,0.0010292770284765,1.08072013957026e-05,0.04301697027648259,Immune Response
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,-0.663577086004592,-0.0879833980832221,0.0509559884325432,-0.160160776078601,0.273179160650294,0.178320268561779,0.298634692180887,0.0016979627365643,0.410183848937057,0.632737922838101,0.136357985939807,0.0736139227733284,0.239284211000583,0.0510920560986619,0.0018371817028145,0.0046796180338863,0.0006270622684038,0.03231223282422923,Immune Response
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,-0.53704670855421,-0.0157392258845281,0.0372891651499568,-0.0382664867962185,0.168733633438995,0.0325701254146473,-0.0378627594223899,0.0028414519284284,0.83184273688522,0.615222907873308,0.606010308979002,0.11119344436409,0.756074680502635,0.718049362466843,0.0017905250673966,0.0001453041096123,6.16183225973191e-07,0.04244847051093321,Immune Response
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION,-0.44602497336612,-0.105177201455244,0.0811832247462766,-0.0851349763348731,0.21742568595248,0.0197243657331355,0.0855811276485848,0.0031958827630762,0.19281600331071,0.313413965672502,0.290644740186815,0.0589401828842909,0.861938300155929,0.451533940404487,0.0035929816471902,0.0026057355567881,0.0001014052601518,0.04511935289640555,Oxidative Stress
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,-0.254799183651789,-0.0790076152869966,0.109654784195643,-0.2312569522229,0.223785235842076,-0.162917104975139,0.0902289400123542,0.0001304308767511,0.211238246015135,0.0844496233221865,0.000455757953654,0.0139062376032952,0.0702147244651111,0.311678655564777,0.0786587833121178,8.48454088661214e-07,2.50499601499792e-10,0.007385473085712823,Proteostasis
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY,-0.630902676318824,-0.167122760686597,0.0915108246577454,-0.473139301965676,0.379895685018124,-0.178239792238053,0.163608532089059,2.40779383049439e-07,0.130723204880617,0.405000229835188,5.27827872802829e-05,0.0165749694651746,0.252581438556469,0.293243958181974,0.0001280395776302,4.9070149779609695e-11,7.01468769775491e-18,0.00011025602009898657,Lipid Metabolism
GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION,0.57497453663122,0.128471001706619,0.0935520583274556,0.0363047980009684,0.0322320987898928,-0.242810159661594,-0.294990766826669,0.001455192567866,0.111110775457089,0.243630433637126,0.649344234371904,0.775195053941675,0.034689639135063,0.0109609059308429,2.4241388433366804e-09,0.0005551232870169,0.010312773646688,0.029612730237238257,Cell Cycle
GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,0.404032146460282,0.145469817430196,-0.0175542902685068,0.0283187584048241,-0.0962145966979994,-0.085007548081852,-0.0664311451768995,0.0026922160145682,0.178790828096281,0.870153594629363,0.792046970461767,0.527039358049131,0.576120565525561,0.662028894927786,0.0001470831568245,0.0115833762094373,0.0021817653430231,0.04115300299772464,Cell Cycle
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING,0.525692331895637,-0.0331327821924995,-0.047173438289585,-0.014618949875888,-0.100554444017616,-0.253575908971971,-0.274717779514589,0.0028947418960185,0.766039306618758,0.671934292776242,0.895514683313777,0.523663395407685,0.110987572244338,0.0847960807426434,0.0061057676714235,0.115612464336411,0.0982718791965139,0.04281941242818377,Cell Cycle
GOBP_S_ADENOSYLMETHIONINE_CYCLE,-0.703470659623287,-0.34185755693518,0.0118001737119096,-0.304842661348564,0.452664275010807,0.0184251021538737,0.0832446401869012,0.0031153359818918,0.0007204814721087,0.902463074914756,0.0023353741061979,0.001452241297435,0.892370322738028,0.541595517084817,0.0002599482923928,3.34175423010954e-05,1.19332145076427e-08,0.044389772188155194,unknown
GOBP_CARBOHYDRATE_HOMEOSTASIS,-0.160303773751587,-0.0385781102033342,0.0769341234228108,-0.0855686782945047,0.0455256745368226,-0.0869325411690524,0.0662517412755747,0.0006523309473318,0.24748385593484,0.0232452116864967,0.0120168666161162,0.333711335337017,0.0676640479655426,0.161311285412414,7.67661724444739e-05,1.127119482877e-05,3.630156290682e-06,0.018175527876451106,unknown
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,-0.247149721666064,0.0612816058989399,0.0335731585562945,-0.0430587653666982,0.0249907594420131,0.0631635503560787,0.0980996495365753,0.0024527736297937,0.141510138489894,0.417615603785003,0.299389306312995,0.669022995836655,0.281905230208976,0.0969160580765119,0.0074663177399322,0.012374508576347,0.0013999670831048,0.03962057035120743,Lipid Metabolism
GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY,-0.658167574071459,-0.0487058461457161,0.142082720817534,-0.0555670589674683,0.259754452243239,-0.0996420536023416,0.162429085489716,1.77686438020931e-07,0.605728499403561,0.135337212100497,0.556064741783747,0.0550198639414037,0.455791343790603,0.225860582838361,5.27417258884053e-06,3.59376621010829e-10,1.96973419157732e-08,8.702025145467967e-05,Oxidative Stress
GOBP_POSITIVE_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY,-0.931490756644411,-0.0746140045173193,0.18333869083412,-0.371030915292367,0.336337595913056,-0.103948587527947,0.455836863746611,1.80279018605313e-08,0.527268814413615,0.123435602170584,0.0024573668916819,0.0471295116578723,0.533418455400037,0.0079295962822518,5.21067808850073e-08,4.3290311885407795e-12,5.90261794346071e-12,1.5822488532926303e-05,Oxidative Stress
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,-0.434409315277769,-0.12907560488334,0.0129080330171799,-0.213979840077501,0.185008766553369,-0.133467932639272,0.0488437984633676,1.69759030229371e-05,0.171687407886904,0.890489337638015,0.0252328078242434,0.166049576173547,0.315971365625,0.712699990273495,5.05299192071728e-05,2.7941719899913403e-09,1.35713176324991e-10,0.002013906423180577,Proteostasis
