"pathway","rescue","side_effect","beta_FXS","beta_Drug_BAY","beta_Drug_BPN","beta_Drug_BP","beta_FXS_Drug_BAY","beta_FXS_Drug_BPN","beta_FXS_Drug_BP","p_FXS","p_Drug_BAY","p_Drug_BPN","p_Drug_BP","p_FXS_Drug_BAY","p_FXS_Drug_BPN","p_FXS_Drug_BP","combined_p_BAY","combined_p_BPN","combined_p_BP"
"GOCC_CHROMOSOMAL_REGION","Full Rescue","No Side Effect",0.346636610318832,0.00817191440911376,0.124581868675261,-0.139758068877545,0.0712045087894367,-0.385967191431028,-0.167798313404195,0.0118988700555808,0.926916859755806,0.165402558740036,0.120445468607699,0.572480091265792,0.00315559864901609,0.186142018327003,0.000269498037633386,0.465993942696505,0.738237502512671
"GOBP_MICROTUBULE_DEPOLYMERIZATION","Full Rescue","No Side Effect",0.490241464575162,-0.0190936145697657,0.1159009982987,-0.145594236842641,-0.123846081204338,-0.394174470188542,-0.00865397048295242,0.000618108639912838,0.83384739081452,0.205861857023539,0.113408337927231,0.337773333187076,0.00316234688110034,0.946390722559858,0.00200978008401088,0.0594067693367667,0.00280617391267176
"GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS","Full Rescue","No Side Effect",0.300690939725125,0.101712056454582,0.0951219592660132,-0.0590794038740297,-0.128342960646431,-0.321513074419184,-0.130321262471903,0.0205094945457913,0.174610502037923,0.203799431395672,0.428029554885044,0.225071009874765,0.00320653929409138,0.218091312725599,0.0111608413886282,0.491472138802855,0.302785974301525
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION","Full Rescue","No Side Effect",0.379882408799971,0.0948855855344378,0.169343405011222,-0.110847147023208,-0.00567713169442446,-0.428078267429271,-0.222070936907965,0.0356778599679589,0.341140456137664,0.0919700973476013,0.266777289503545,0.967753426158288,0.0032973382275666,0.117553822125987,0.00205236331208924,0.425973984513778,0.757612253203398
"GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION","Partial Rescue","No Side Effect",0.907097661280805,0.15921367851436,0.0381893220096804,-0.0735782968942907,-0.22070168133782,-0.489310942358279,-0.280367623207131,0.0023172525926674,0.164837405239996,0.737081279934137,0.518280983183326,0.173230436816132,0.0033477105259302,0.0850721849786013,1.55727303212637e-05,0.0198223535424964,0.0047105598659985
"GOBP_HOMOLOGOUS_RECOMBINATION","Partial Rescue","No Side Effect",0.510621714451745,0.0325736771669459,-0.000722466708122086,0.00513165536703897,-0.0773557368248947,-0.272607176620155,-0.186259730156682,3.58778409792353e-06,0.608181403319932,0.990917624914319,0.935558772266746,0.390243334614446,0.00340498975489231,0.0414416629528566,6.04759759144862e-10,0.00161777588777808,1.1994900877842e-05
"GOMF_FOUR_WAY_JUNCTION_DNA_BINDING","Partial Rescue","No Side Effect",0.763692462004328,0.113542720863428,0.14824261637824,-0.0478839464093462,-0.00971214140394528,-0.447238470014852,-0.259886728352742,5.95262568326136e-07,0.278527115256491,0.158551160911227,0.646340416300744,0.947484836071437,0.00344527469547657,0.08182720047657,2.34545522340289e-14,4.36723276424709e-05,6.07282374621802e-05
"GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR","Full Rescue","No Side Effect",0.555839541691577,-0.108585421687615,0.106527401592089,-0.158940498317302,0.12384295426919,-0.364113244466827,-0.104963077937773,0.0404290487000456,0.204361166434281,0.212954714644689,0.0652089217668086,0.304895223193339,0.00347738009153664,0.38394098798924,0.00542867894505854,0.14648169891655,0.155225723818953
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","Full Rescue","No Side Effect",0.316689535836395,-0.0298022152956072,0.132877445308338,-0.158526476167543,0.134539618912707,-0.428398555514957,-0.185090890575241,0.0157774184062889,0.76620201399296,0.187966144121385,0.117347288691909,0.344163239263615,0.00354238783322494,0.194597733108797,0.000359819219731817,0.857766408648919,0.819662578188434
"GOCC_MCM_COMPLEX","Partial Rescue","No Side Effect",1.14421588438527,0.144221938049493,0.0255456011428243,0.118396136256074,-0.258334347119974,-0.441071538945024,-0.21005094700919,0.00025701970783543,0.166601733788567,0.804970233819435,0.254923197573977,0.0812231824518389,0.00362583849029471,0.154497466303738,3.11322421193471e-09,2.76898498954857e-05,1.40681573858466e-09
"GOBP_INTESTINAL_EPITHELIAL_CELL_MATURATION","Partial Rescue","No Side Effect",0.768402491069911,0.418434743672869,0.212515539284333,0.300399580861015,-0.521645399095759,-0.48193630824337,-0.52155280731664,0.00391404406704781,0.000451881524425328,0.064218039508231,0.00987270311177422,0.00177077995241436,0.00367413275263554,0.00177386436197753,0.000375091214919104,0.00762516312997669,0.00342980925458183
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX","Full Rescue","No Side Effect",0.44391954910744,0.0856255299484947,0.136289040307688,-0.289971505995733,-0.177636232835602,-0.66125491644168,-0.192818867667034,0.0187243958601516,0.582771774408941,0.382831827954269,0.0662968423571932,0.421003393956925,0.00375087172058438,0.382642842666749,0.0435270837286268,0.642005026306266,0.823558464973067
"GOBP_CENTRIOLE_CENTRIOLE_COHESION","Full Rescue","No Side Effect",0.491458439760935,0.121729926531577,0.0998303864791394,-0.117300928279795,-0.113064308851179,-0.418944509098819,-0.158812463403364,0.0272824673593431,0.220349345028872,0.313849728576909,0.237390041217583,0.41919440568707,0.0037737743613026,0.257766595898918,0.00436298225309231,0.325930758651092,0.219656273676097
"GOBP_CENTROMERE_COMPLEX_ASSEMBLY","Partial Rescue","No Side Effect",0.810908190190967,0.250042491121787,0.114572598364407,-0.0204458079707441,-0.132664194873257,-0.446277786730961,-0.207342538884405,0.000269943753093927,0.0204229778971975,0.279498976521887,0.846248466812655,0.375146265133767,0.00386343699067431,0.16770852386995,3.81272278272752e-10,0.00122782778218194,8.37949503288816e-05
"GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION","Full Rescue","No Side Effect",0.338022135960774,-0.0757973963560968,0.156409216963562,-0.175947659264273,0.0577624885951246,-0.350251792439798,-0.0197509239392721,0.00729230120184715,0.361829508535709,0.0627574744427426,0.0370227740836581,0.622297908104686,0.0039002507360131,0.866121802165648,0.00256466328437415,0.17421978666037,0.179830289365803
"GOCC_PARASPECKLES","Full Rescue","No Side Effect",0.633964917517113,0.0221540303744665,-0.0139537290454836,-0.0752619606020463,0.0339084370238539,-0.379023061543384,-0.210599937589471,0.000493226937125992,0.804886858856225,0.876336882581736,0.402618165253295,0.789206191807795,0.0039089647870121,0.100557213898764,4.11734135778066e-08,0.0553823336079068,0.0056499834807988
"GOBP_DOUBLE_STRAND_BREAK_REPAIR","Full Rescue","No Side Effect",0.398999384720819,0.0133773287385056,0.0817972611301019,-0.0925749722896096,0.054825767834598,-0.345893910721825,-0.183379518217464,0.00423601012492548,0.870528998109879,0.320907559658009,0.261825800144832,0.636963551853673,0.00400978387084249,0.117852673975168,2.60320618472746e-05,0.22460773664115,0.268023876984275
"GOBP_PROTEIN_LOCALIZATION_TO_AXON","Full Rescue","No Side Effect",0.412151760170571,-0.0352543335146454,0.12631315888131,-0.0438455996036127,-0.0986929564596282,-0.349031897383468,0.000220239602857713,0.00253565258150804,0.671720547614169,0.132293304634943,0.598300806687086,0.402558930034754,0.00414083540690984,0.998505198474435,0.0104505393176765,0.081243801818853,0.000694188374246767
"GOBP_CHROMOSOME_ORGANIZATION","Full Rescue","No Side Effect",0.288207763315629,0.0153051189824796,0.101331849119766,-0.138860411720599,0.0698917468907472,-0.343071499679685,-0.137892036908244,0.0134812735627911,0.851549835282884,0.218199699882788,0.0933230844551062,0.546207049024107,0.00416891345859477,0.235869335280986,0.000248912126997413,0.648471465100108,0.910518035956681
"GOCC_NPBAF_COMPLEX","Full Rescue","No Side Effect",0.637132790615382,-0.129313718532645,0.0734460706855438,-0.122751436845752,0.0990077975132007,-0.382646091584501,-0.167493172472828,0.0217017457461724,0.159980801982447,0.422231545588873,0.181904959028161,0.444159779653694,0.00419354111221705,0.197524277945404,0.00261100732314931,0.103797883440316,0.0852975833711894
"GOCC_DNA_REPLICATION_PREINITIATION_COMPLEX","Partial Rescue","No Side Effect",1.05375313545656,0.15978862863037,0.0151200511359692,0.0201335799472209,-0.236882194593431,-0.456115781017306,-0.196245835136116,0.000629176427494103,0.146550219590765,0.889772432550071,0.853593562408521,0.128363607781779,0.00429089819110372,0.206393833020793,1.13543366968027e-07,0.0008763443526955,1.88021153334585e-06
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION","Full Rescue","No Side Effect",0.57853696216726,0.171395653348754,0.101563006362044,-0.0258489336512539,-0.147545164149911,-0.453104172661932,-0.349455493887879,0.0176395692013478,0.118147675221593,0.351285777585688,0.811849831115877,0.338414678879824,0.00435661352453431,0.0258263053219826,0.00133026882497898,0.226518278350369,0.278909762995386
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","Partial Rescue","No Side Effect",0.550529853331857,0.189580553087918,0.172873282271273,-0.00395177447386663,-0.108371923704867,-0.365988317383577,-0.246087863814602,0.0137835460781427,0.0340586950058974,0.052546927391444,0.964088642841587,0.384135152798795,0.00438967344654652,0.0510594269134628,0.000117127211554014,0.0293051034560202,0.0669131938665795
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","Full Rescue","No Side Effect",0.2609689471965,0.00534930077189125,0.119925503268915,-0.160596486641702,0.113651935017063,-0.360732923917006,-0.100607310778317,0.0228065848970379,0.950892016096218,0.170727155597442,0.0682649359854105,0.356554398411578,0.00453846260035758,0.414065794226049,0.000249593041770431,0.845906046712341,0.998193741981252
"GOCC_OUTER_KINETOCHORE","Partial Rescue","No Side Effect",1.08974183472962,0.358339253074024,0.156815946542809,0.0594966527304919,-0.375867254661304,-0.491278095710531,-0.38835543456549,0.00324278218517072,0.00351113102398663,0.188548575511912,0.615679757109541,0.0278505106987234,0.00457327850005522,0.0232418201386397,4.13857244697913e-06,0.00118145036989346,0.00108546747911549
"GOBP_MITOTIC_CHROMOSOME_CONDENSATION","Full Rescue","No Side Effect",0.514027941758736,0.196145938868847,0.128181181124813,-0.114902024869827,-0.0550518128588224,-0.419894332787329,-0.137391806051804,0.00682622898464614,0.05670302018874,0.209059249845958,0.259540241696944,0.701137031730529,0.00463852844583146,0.339710667805554,9.94310294400223e-06,0.133774957251434,0.0775233978326901
"GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","Partial Rescue","No Side Effect",-0.716561035009493,-0.120929217815739,-0.10849016705165,0.0448937248682703,0.124549515092289,0.311883533727423,0.0645005205879135,0.00359784389259242,0.112117111067698,0.153221706847274,0.55169486111245,0.244918047190491,0.00464818716736444,0.545395791758246,3.50532890674128e-06,0.000841042024830306,7.79794461770378e-05
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","Full Rescue","No Side Effect",0.283258332804252,0.196424509750123,0.164714294854383,-0.300604431536768,-0.251032056190174,-0.472336738509453,0.0181872190605374,0.0154726230565888,0.0893373773493067,0.152889876750329,0.0104016938260616,0.123941295233453,0.00465016156940415,0.910427563058146,0.0446308479264222,0.830565065831863,0.994105993926527
"GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE","Partial Rescue","No Side Effect",0.740606662948663,0.0740289543321261,0.0797586700218132,0.0193822413908661,-0.118461515282293,-0.3749973882365,-0.18250605880103,0.000141990765668882,0.415529124007772,0.380579198567504,0.830759537649123,0.357275861551491,0.00469837542111037,0.158115371442062,3.47261585663773e-08,0.000417705149662033,4.75356679747177e-06
"GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY","Full Rescue","No Side Effect",0.544358707287822,0.0849966652638908,-0.0176369368255012,0.00859003528700349,-0.118694248813669,-0.379381567172436,-0.310303278058429,0.00035619071829763,0.355986936377104,0.847594248763338,0.9254139728194,0.362015759193877,0.004709049212586,0.0194504905483377,9.48380156470676e-06,0.201326194925787,0.0353522319952312
"GOBP_CRD_MEDIATED_MRNA_STABILIZATION","Full Rescue","No Side Effect",0.648074330006583,-0.170930690511579,0.0120576085923992,-0.248351251753693,0.154629403998871,-0.484164807633643,-0.19327603237498,0.0199289796382166,0.147926396671504,0.917991704982518,0.0373077665303442,0.352196125121935,0.00471019117154021,0.245843199369236,0.00296903777623326,0.407959958074627,0.3316372191553
"GOCC_NUCLEAR_PERIPHERY","Full Rescue","No Side Effect",0.248591646737441,-0.0565128680527916,0.105575242252569,-0.156363422077363,0.0677319952408878,-0.368659569708686,-0.11981051445294,0.0115377725803425,0.527461667480694,0.239756444376401,0.0837470133907085,0.592120709859978,0.00476339529306644,0.344506817436746,0.00504437120988875,0.875700217505536,0.765931502472198
"GOBP_REGULATION_OF_DNA_REPLICATION","Full Rescue","No Side Effect",0.41414150067245,0.0558806670085719,0.0976800984250907,-0.0860971746120488,-0.00134486359691985,-0.351513808463121,-0.172124684723297,0.00568264223154002,0.514061970192994,0.255756719452662,0.315899766320308,0.991124218477405,0.00492736683113133,0.157984815884079,8.17977387097559e-05,0.177873445478252,0.19004339062645
"GOBP_DNA_METHYLATION_ON_CYTOSINE","Partial Rescue","No Side Effect",0.81249441303604,0.114604994044063,0.140384125029195,0.227731326833485,-0.208826521601511,-0.45695224791135,-0.367865404681522,0.00648448290080604,0.305163750362381,0.210083350963733,0.0442222266392591,0.187703441275715,0.00498014769429705,0.0222175603711051,0.000489209246898423,0.0160711800127658,0.0010995574394994
"GOBP_POSITIVE_REGULATION_OF_HISTONE_H4_ACETYLATION","Partial Rescue","No Side Effect",0.983338563739897,-0.000391618466948451,0.00718714666408813,0.0406801460894103,-0.0559190403714224,-0.286800289310265,-0.107442366348938,0.00243844444909488,0.995554815339658,0.918565150108278,0.563322789817301,0.574272946135669,0.00525005295462631,0.282120237286175,1.75859873584936e-07,7.33856421430491e-05,2.41328065978125e-07
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT","Full Rescue","No Side Effect",0.680918507413392,0.258681190370178,0.11754118582843,0.0325899406132519,-0.129998879223667,-0.445119167769662,-0.304282215936109,0.018045802016172,0.0205563983224197,0.28402200866934,0.765424329630255,0.401247504282845,0.00528583429034334,0.0524359103731364,0.000144519941286213,0.0971972351047806,0.0547410460540592
"GOBP_C_5_METHYLATION_OF_CYTOSINE","Partial Rescue","No Side Effect",0.804609905084855,0.15905278300819,0.140059773205322,0.29766640698529,-0.235581215220361,-0.465203225441814,-0.423210050760745,0.00151001698654726,0.167559757473668,0.22343201218527,0.0112833739766596,0.148653462566212,0.00536646877967288,0.0108774965707704,3.14197599142e-05,0.00611728691999099,0.000103314963053298
"GOCC_HAUS_COMPLEX","Partial Rescue","No Side Effect",0.659438786358443,0.240887845440655,0.202783372065324,-0.0877812951647512,-0.186683486014552,-0.50503279652746,-0.358698445109557,0.000792061106064889,0.0559938752109293,0.106118954969703,0.480347307255433,0.289817939352951,0.00536793220519425,0.0445407388518965,3.9410315114094e-06,0.0209096314146397,0.168509592394814
"GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING","Full Rescue","No Side Effect",0.420202757725242,0.101595304787805,0.103280011878956,-0.0962766217917387,-0.0409048693424842,-0.358002267539488,-0.217799918542815,0.0229851166126503,0.251166951290929,0.243479233599049,0.27657134265536,0.742637465958161,0.00539754434771756,0.0841095151147078,0.00106222623225654,0.259975916362833,0.470039091937569
"GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE","Full Rescue","No Side Effect",0.423486418754394,-0.121347802837323,0.160921388713177,-0.192026738380938,0.238154858905127,-0.383293649662778,-0.0407694719491776,0.0263745921996889,0.20179772787199,0.092159540720367,0.0455248644935011,0.0783345325221921,0.00546766857475211,0.760207367491444,0.000457316329647465,0.192057357435689,0.216123245902471
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION","Full Rescue","No Side Effect",0.744273366333533,0.15047850345585,0.00413678211139162,0.384188967597508,-0.603897515619991,-0.457336163246923,-0.357856315768957,0.00431074621742263,0.185960631196814,0.970781345479093,0.00114601561675223,0.000344053638527159,0.00557812856712186,0.0281363542064606,0.116293435084158,0.116018015376185,3.16810894363935e-05
"GOBP_MITOTIC_CELL_CYCLE_PROCESS","Full Rescue","No Side Effect",0.238499919562362,0.0387865468850216,0.114952640512272,-0.147694907622121,0.029180063238397,-0.330875942383735,-0.0865245644104345,0.0387906418648572,0.635584344787374,0.163218638870051,0.0747205386903125,0.800837897471506,0.00561200103691512,0.455389759488604,0.0031770920023681,0.827956080886173,0.967133413809619
"GOBP_CEREBRAL_CORTEX_DEVELOPMENT","Full Rescue","No Side Effect",0.259480440083005,-0.0513164455814579,0.119781997234559,-0.144888602692365,-0.0258106163605852,-0.270478626651635,-0.00628885095590966,0.048948026436737,0.445867911670693,0.0783061508257494,0.03424479768627,0.785852314007859,0.00582003080285197,0.947202585403888,0.09923342428031,0.32537647329443,0.327519476609588
"GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","Partial Rescue","No Side Effect",-0.160488528067879,0.0160948782654213,-0.054190281611616,-0.0445854555503565,-0.0278578616275678,0.122052297586341,0.0668152743154763,0.00347843294325982,0.595997070862182,0.0777555735758635,0.145034181722945,0.516669009300167,0.00585112112160188,0.122933486883401,4.87315727879997e-05,0.0289549179650895,0.00111376659425691
"GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION","Full Rescue","No Side Effect",0.651478682480644,0.0823308175996988,0.136127150345582,0.0494078258909223,0.0164317459093757,-0.544428147319125,-0.419007764593211,0.000682721224380029,0.543712505191339,0.316683184311305,0.715294515373999,0.931607242150376,0.00589323740226111,0.0318427543258428,2.15959786869331e-06,0.124611142929121,0.0750585571490307
"GOBP_PEPTIDYL_ARGININE_N_METHYLATION","Partial Rescue","No Side Effect",0.992857734916972,0.0245452348796398,0.177592089965484,0.0410828791436508,0.0515634087572643,-0.451918594490713,-0.335251097900735,0.00518448113793935,0.827534078763642,0.118629359667181,0.715466813776605,0.746277750359853,0.00600346060740976,0.0387381753672556,3.3575398690124e-06,0.0017839705892054,0.00238348035799019
"GOCC_MITOTIC_SPINDLE_MIDZONE","Partial Rescue","No Side Effect",0.640034345853132,0.325318427577885,0.169154388725296,0.191697581153152,-0.165065323096523,-0.373983227394149,-0.388562006631569,0.00266719547183395,0.000874312073768293,0.0734854618751769,0.0433026710162227,0.213624685061583,0.00601763852716435,0.00441270729129234,7.27529301848033e-08,0.00341139657092172,0.00286752874833505
"GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DEVELOPMENT","Partial Rescue","No Side Effect",-1.02810216626283,-0.124307660540993,-0.140774787571895,-0.000542273144695321,0.333123417851627,0.386678258249816,0.164465847202881,0.00721673076213469,0.200368021391954,0.147798319433403,0.995512201522958,0.0170712058905256,0.0060187339476299,0.230533966128433,0.000623447587713056,0.00108950820630031,0.000307776338201808
"GOCC_NUCLEAR_REPLICATION_FORK","Full Rescue","No Side Effect",0.589540643146861,0.133053938068085,0.0948979103093547,-0.0341351399594211,-0.0824743032340998,-0.457054754532732,-0.180514981985654,0.00642257030531563,0.246122373639137,0.406817664640331,0.764842451099457,0.609577003560485,0.00606693281924574,0.265642752961658,0.000135301468512012,0.175183358906817,0.0254030387092646
"GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON","Full Rescue","No Side Effect",0.345500647300872,-0.0267512026383707,0.182204245426878,-0.188309958539963,0.0248100273621623,-0.46108032904848,-0.00340636536980683,0.0201455844274164,0.81622838216752,0.117124027168539,0.105587274323945,0.878851061699123,0.0060692590592086,0.983301689428411,0.0109549692613234,0.621751701281538,0.254784051296776
"GOBP_REPLICATION_FORK_PROCESSING","Full Rescue","No Side Effect",0.56328705614637,0.0877255124020024,-0.0155217407767462,0.0359017340599412,-0.120679047250618,-0.39608758150893,-0.344340988652558,0.000134612855006587,0.376461783009796,0.875255550057387,0.716645282140245,0.389533064116767,0.00607008707817009,0.0162423840872816,4.61830194288804e-06,0.190092245908974,0.0276959185520838
"GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION","Full Rescue","No Side Effect",-0.293430398245298,-0.0741489581160962,-0.0655013001210702,-0.0388167546431245,0.0679225206017415,0.18945828139437,0.0669865259557673,0.0158528601939425,0.120658423281711,0.169432902168928,0.413100001378435,0.311930870327668,0.00607549844291067,0.318589381995657,0.000846832683397422,0.0591231046365138,0.00313709469655563
"GOBP_CELL_PROLIFERATION_IN_FOREBRAIN","Full Rescue","No Side Effect",0.341336560258463,-0.0593643022330596,0.111409203103323,0.0947358444021885,-0.0679671120686733,-0.354475324149233,-0.191338472471326,0.0391320523444029,0.5035095058548,0.211444623744419,0.287098872416263,0.5878601132469,0.00612177103600622,0.130308877291616,0.123528495102647,0.479428023431139,0.0781916071511086
"GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION","Partial Rescue","No Side Effect",0.555718860354531,0.142471695653149,0.0880862826068556,0.0137825322122525,-0.103202770596042,-0.274644687851439,-0.274666110058981,0.00145309943329192,0.0414728826019217,0.202630339373061,0.840945514403719,0.290159500975069,0.00615051947792127,0.00614676363012733,1.5818162315353e-07,0.00114241478542201,0.0093779504103904
"GOBP_DETECTION_OF_OTHER_ORGANISM","Full Rescue","No Side Effect",-0.407838079864691,0.0524554059933045,-0.0993767654374217,0.1718285371133,0.0786504364269199,0.33033307896614,-0.119242872493423,0.0187103275441736,0.527647083419948,0.233479394568563,0.0417044097666379,0.503177817392552,0.00634094526348711,0.311263498977562,0.0427398090307295,0.195273696632748,0.00929060071023783
"GOBP_DNA_REPAIR","Full Rescue","No Side Effect",0.272466509852188,0.0059847204413893,0.109326992708331,-0.148300088700889,0.0918840771416297,-0.347743063855847,-0.130334897458144,0.0208532731006831,0.945376033103925,0.213677899502992,0.0933866593118857,0.458020448448572,0.00637812854527925,0.293616838918702,0.000466443985579895,0.747646098645322,0.953520566507358
"GOCC_MITOTIC_SPINDLE_POLE","Full Rescue","No Side Effect",0.386017286812869,0.0118846373156873,0.123979802479499,-0.10001029340164,0.114771643968744,-0.39890611431643,-0.260245963014433,0.0169341755003459,0.90575253702594,0.219675522457885,0.321064479225001,0.420048402158807,0.00646447708859134,0.0705623257620587,0.000179698808364724,0.416956843075032,0.850697159488702
"GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","Full Rescue","No Side Effect",-0.354053214085027,0.0601603737085688,-0.106594414240658,0.135211904793901,-0.0804387345113349,0.410658112203216,0.189189603197408,0.00211487574817743,0.561751823382153,0.305357267136567,0.194717796942988,0.583230015400102,0.00656445340917604,0.199429500564368,0.000427202414834683,0.638047065996913,0.780213983022034
"GOCC_CHROMOCENTER","Partial Rescue","No Side Effect",0.533609017623839,0.13141840194045,0.126667702422615,0.0561803800932269,-0.153683770626727,-0.34294151583079,-0.276059893683755,0.00550965552330008,0.132282384260447,0.146579620972828,0.516684548507453,0.211903827085039,0.00657661951581187,0.0270359579099156,0.000259847882962054,0.0234136178757464,0.0250349535478761
"GOBP_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION","Partial Rescue","No Side Effect",0.801137722796331,0.190028052222913,0.187096371124316,-0.0788388758948124,-0.176788639918401,-0.515089740104711,-0.251407265071891,0.004809163604367,0.148712604288908,0.154970662739633,0.546187378041158,0.339731481749292,0.00679184900279563,0.176242372045126,8.43640569395284e-05,0.0223569816931961,0.0230037905111196
"GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE","Full Rescue","No Side Effect",-0.567018735293374,-0.136230082565046,-0.00501716719369375,-0.239239486426455,0.513994845029632,0.38461495694522,0.216565734699136,0.0204885489637391,0.165571242628353,0.95894319698489,0.0165786462930342,0.000406959640634748,0.00682336922241542,0.119856957495502,0.30554159731155,0.310249834544698,0.00140999042917985
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION","Full Rescue","No Side Effect",0.504627223880787,0.1596973591152,0.147721761629948,-0.115546675680688,-0.0807636650883762,-0.4409299881247,-0.265447265806468,0.0433245918005298,0.156689443293071,0.18963318254271,0.303556066814733,0.609905616663613,0.00686183863700563,0.0970379371029202,0.00397638056685367,0.296758732619165,0.541753597539361
"GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION","Partial Rescue","No Side Effect",-0.826981377870993,-0.169317719518969,-0.0643951771342122,-0.169619487842352,0.28502722093237,0.261823517616732,0.0677587406201679,0.000648253202229938,0.01307075012772,0.334525723782034,0.0129174325496411,0.00345424611606165,0.0069215059416671,0.471969193464874,4.50692262104896e-08,1.28981615839484e-06,9.13984799826985e-13
"GOMF_MUTLALPHA_COMPLEX_BINDING","Full Rescue","No Side Effect",0.68352941694534,-0.068797905456492,-0.0330702825534052,0.0409428958711997,-0.0850845704109034,-0.470457865054276,-0.658280782458978,0.0092475533679179,0.565437250336826,0.78209792593399,0.732071802803,0.615095462918226,0.00696378569688261,0.000237147914167842,0.00711976921083347,0.360399205561563,0.736625146320812
"GOBP_VISUAL_BEHAVIOR","Full Rescue","No Side Effect",0.360750008288695,-0.0144327445744484,0.086686259883997,0.00898323732068323,-0.158078776215298,-0.263188257272435,-0.129915201616872,0.0147335924069084,0.829356443800547,0.198518117001352,0.893272517919005,0.0988423158364452,0.00703118298335208,0.173376792987482,0.0966469161077135,0.103925680145154,0.03429757674189
"GOMF_COMPLEMENT_RECEPTOR_ACTIVITY","Full Rescue","No Side Effect",-0.41772686313616,0.0446202969150935,-0.091150242724504,0.139831022283904,-0.0457592431300578,0.44869416003123,0.198345505624007,0.000515527423188823,0.697279298082095,0.427692279724933,0.225239257717142,0.777819210518485,0.00716005497586648,0.223863789438888,0.000244351892289678,0.598168275044694,0.486027294155768
"GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION","Full Rescue","No Side Effect",0.488025289507423,0.0605270155190317,0.0698661973650761,-0.0972120163089088,-0.0203016479340936,-0.315132022380143,-0.113909095961575,0.00497247709098179,0.452570413743642,0.386294736375362,0.229388825980901,0.858292051734813,0.007181999913106,0.318396428466304,3.28582477787595e-05,0.0563413771814275,0.0294951290589514
"GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION","Partial Rescue","No Side Effect",0.848801048086911,0.121817944526912,0.017610957127428,0.0782670170684007,-0.162251951380311,-0.422284945412157,-0.342969927066589,2.49177012361637e-05,0.260730458434743,0.870172841982657,0.468550344443,0.289210856419194,0.00719005941851022,0.0274422951086751,2.54956708157951e-09,0.00106210641383647,1.66816606114048e-05
"GOCC_PROCENTRIOLE_REPLICATION_COMPLEX","Full Rescue","No Side Effect",0.845212159598142,0.141794718864765,0.000983303600358485,0.174864950216596,-0.084022189217159,-0.532565983047479,-0.58838334802817,0.0142532738549468,0.300168943586011,0.994241461851173,0.202399267733937,0.663029794491199,0.00733744710735546,0.00324575672184359,0.000377055566844859,0.216843518928445,0.0891569674408206
"GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY","Partial Rescue","No Side Effect",0.935956832896945,0.135824167180671,0.0816636112655283,0.00179485480892986,-0.185565993400293,-0.411992960804416,-0.0225844141087865,0.00703472780582404,0.201376005658643,0.440389495063718,0.986436838763123,0.216888665363011,0.00743474977245119,0.879786819102867,9.5797225762712e-05,0.00767849558109787,5.6147898463085e-05
