"pathway","beta_FXS","beta_Drug_BAY","beta_Drug_BPN","beta_Drug_BP","beta_FXS_Drug_BAY","beta_FXS_Drug_BPN","beta_FXS_Drug_BP","p_FXS","p_Drug_BAY","p_Drug_BPN","p_Drug_BP","p_FXS_Drug_BAY","p_FXS_Drug_BPN","p_FXS_Drug_BP","combined_p_BAY","combined_p_BPN","combined_p_BP"
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",-0.557775245209091,-0.132658917449165,0.19525799189622,-0.571844603948646,0.504359986129378,0.066963921997852,0.597745152461275,0.00421873095698788,0.235842990765681,0.0830789282474619,2.91729393119869e-06,0.0020759105502957,0.67061081900486,0.000324030701152969,0.225149800534649,0.054029339402987,0.000526122583101923
"GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS",-0.0635540273210695,0.00496584638079366,0.191813044345115,-0.0921866251629694,0.0322930257604469,-0.199701269247821,0.101281359429472,0.573050503894634,0.933760344241541,0.00204683241296616,0.12653521237045,0.702486429889714,0.0208443451492215,0.233430103375515,0.806414737602576,0.505541753188933,0.611786214720087
"GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS",-0.0935771575456555,0.0932588150991029,0.392273033077021,-0.0405550424400505,-0.150841266399604,-0.513413578626645,-0.0579569896446204,0.667182237934493,0.324087318390862,9.54846855199391e-05,0.667021759014085,0.259997447140512,0.00027052844095258,0.66373731127324,0.463718003837421,0.297953076349557,0.351779898865418
"GOBP_PURINE_NUCLEOSIDE_CATABOLIC_PROCESS",-0.49642961440333,0.0732139516609641,0.251179038209343,-0.0172785682777862,0.0168944098279823,-0.274145252917276,-0.0678311820097306,0.011722206942103,0.430114765186161,0.00840735431026376,0.851924237803337,0.897305031677291,0.0396457912915993,0.6046978653956,0.00705557884451381,0.000573223635067441,0.000115241060684808
"GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE",-0.113962930309954,0.0450028840633475,0.274835619345806,-0.064902698930456,0.0269354850279249,-0.334960770171073,-0.13327931127285,0.709832073529867,0.678047989994242,0.0134255305552656,0.549688117606897,0.860454030350997,0.0320021475067688,0.385818530227276,0.88446181218358,0.54719151302546,0.280428823822134
"GOBP_AMP_BIOSYNTHETIC_PROCESS",0.0433151025759625,0.104408212535462,0.232069189328223,-0.193723787950232,-0.0399521292763725,-0.429126477161294,-0.154992977431523,0.87490724434248,0.317075751814673,0.0286374131949956,0.0660894871185018,0.785803062756951,0.0047594884839964,0.293830239529761,0.680570887959744,0.557007131355254,0.243360014899336
"GOBP_CAMP_BIOSYNTHETIC_PROCESS",-0.0834963682411571,-0.0235144493056862,-0.0303853171064709,-0.0745408217025952,-0.232754269205271,-0.178015134828338,0.0728734225494064,0.67374537883135,0.84845675314523,0.80498718395145,0.545237729407945,0.184249747633766,0.308382073937071,0.675578538837448,0.0757484641463563,0.127083400028043,0.6562190349839
"GOBP_ADP_BIOSYNTHETIC_PROCESS",-0.692093855051638,-0.0965595110925413,0.0508303436024078,-0.270710341615685,0.226805287348412,-0.0136633894203047,0.00807198895649208,5.24184439958223e-06,0.321724429667499,0.600842014231893,0.00684194106321503,0.102229193574485,0.920698040798933,0.953098755613542,4.21495584765921e-07,3.69983185744638e-09,8.21226999899398e-18
"GOBP_GMP_BIOSYNTHETIC_PROCESS",0.0665651952683307,0.0374518269442094,0.124048732842817,-0.277807595561413,-0.0290414923491624,-0.342792465434877,-0.14248149647799,0.825591538744054,0.719361831555647,0.236503672793178,0.00954408746646928,0.843756275611768,0.022824756544699,0.335371971799786,0.79350538433029,0.59521117289298,0.216847926721346
"GOBP_CGMP_BIOSYNTHETIC_PROCESS",-0.236890202670565,0.0975063349835774,-0.0585328504633499,-0.0231391959621856,-0.176230055119386,0.281424639910745,0.222537551487337,0.0461108525433064,0.340529603906394,0.566271862555084,0.820423597511322,0.22429745330569,0.0545518624972517,0.126282476519535,0.00495287084646811,0.900812108841281,0.738522643274265
"GOBP_GTP_BIOSYNTHETIC_PROCESS",-0.180429911302691,0.0105344516541278,0.131102824703915,-0.159245751711267,0.0420023475915706,-0.196435524304336,0.163823824252034,0.463881724862979,0.901197635229759,0.126017437173802,0.0643206792208717,0.726444307473028,0.105429579034064,0.175489392720406,0.574014036884554,0.280034903666391,0.43955162342159
"GOBP_IMP_BIOSYNTHETIC_PROCESS",0.0791536208147324,-0.0184572861497272,0.0236719810459567,-0.200109189684245,0.0431639649867622,-0.28446679999357,-0.187199614235718,0.770718742944109,0.848127461971773,0.805999473684951,0.0413068326991603,0.751547633732529,0.0402991968809406,0.172895592410812,0.686349006760198,0.480044390311471,0.230868497876572
"GOBP_AMP_CATABOLIC_PROCESS",-0.611091678067833,0.108875024202866,0.12149867217507,0.00575410357823062,-0.285925492834025,-0.152373703850063,-0.0248690438509499,0.0265020858548862,0.217228399833974,0.169172172690781,0.9476711419358,0.0240075971127028,0.221980617820385,0.841053634396231,9.52869920845497e-05,0.0014801958422022,0.0018066001620561
"GOBP_CAMP_CATABOLIC_PROCESS",0.551352561949983,0.0230082689872969,0.0164274444933696,-0.0595286405647755,-0.186200144517109,-0.280512917529283,-0.0109235671535292,0.0437024624458305,0.761173242298956,0.828170426304621,0.432658685473647,0.085715953139729,0.010769715404614,0.918700119502069,0.0581698801163098,0.160913750628891,0.0189236903356032
"GOBP_IMP_CATABOLIC_PROCESS",-0.731014754486158,-0.11206722901074,0.0229735919792219,-0.183875863607494,0.100270287568938,0.0414819812340663,0.247214611108727,0.00213604709070345,0.179290179576613,0.781543594829944,0.0295354986328657,0.393383489233889,0.723347105735692,0.0381909875108386,7.86001243497322e-07,9.34395775127573e-06,9.02733853297196e-06
"GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS",0.381119945455057,-0.0837691271985199,0.154676182377088,-0.0323524226041119,-0.0858952540484658,-0.343237248039669,-0.260989086370649,0.0391309204304648,0.165331819050748,0.011925406003855,0.589536109537748,0.312613087966605,0.000139878057277201,0.00299635786623016,0.131710411310755,0.169850763431129,0.531484752087081
"GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS",-0.0591227056297301,-0.133881643334203,0.22177357269529,0.0697655809257692,0.159140860944765,-0.376634219124224,-0.470198105012173,0.794487807416136,0.246778255535503,0.0573994437181015,0.544501513127274,0.329512905492691,0.0233789119956543,0.00514077087450056,0.876334090585535,0.325435026181164,0.0346980884259817
"GOBP_PYRIMIDINE_NUCLEOBASE_CATABOLIC_PROCESS",0.459176106792621,-0.0859750231491314,0.107721956317402,-0.107920771257349,-0.128532916563351,-0.129351235660722,0.0180270944654114,0.108729206300794,0.264475988827126,0.163311136969475,0.162548136541431,0.238437113902929,0.235495888190069,0.867925732100315,0.293038893503514,0.0600552275366027,0.112508809896016
"GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS",-0.0898087719077484,0.104487176070363,0.098825048318616,0.0039602659041395,-0.0785779012685102,-0.142298294642924,-0.122945922855791,0.566662136700349,0.0966635616229964,0.1156910833728,0.949209446189009,0.373061336087501,0.10935634587239,0.165415448970727,0.663975389984107,0.364862015832389,0.155746616321201
"GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",0.156009139431725,0.0769598729224001,0.148650942873125,-0.10975548342077,0.015716034660674,-0.291782962172728,-0.00607283634909189,0.40326435620935,0.270911922563191,0.0358992807991774,0.118283098241384,0.87306000768736,0.00416891063997159,0.950767106881767,0.147017830659325,0.94014328622713,0.814748510542702
"GOBP_UTP_BIOSYNTHETIC_PROCESS",-0.113462686836853,-0.0465407360890221,0.0481477393642396,-0.0645320538259849,0.0645143272791388,-0.166837176020898,0.0801028432523449,0.673108427972539,0.594943892521249,0.582320598222507,0.461477399007971,0.602245466891032,0.180512388474507,0.51782191957425,0.705706511344537,0.358573400684322,0.698659293678199
"GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS",0.149900154703219,0.0871103713467988,0.192859211648457,-0.0785004381278742,-0.00134402392968351,-0.278170535951412,-0.042052561042036,0.373871722426257,0.295446294781122,0.0228088623723288,0.34534944042136,0.990850761814043,0.020343683349437,0.71989716437231,0.132686154617645,0.68027496811421,0.851472509397566
"GOBP_DCMP_CATABOLIC_PROCESS",-0.315923700905373,0.238159978715207,0.15291696217904,0.0623711571843219,-0.143925115960312,-0.185109811715524,-0.136275192347787,0.0504478794827207,0.0566588818652961,0.216940190364579,0.612646039397464,0.409567090109756,0.28975028057074,0.434771135841583,0.136543061254596,0.019395807897065,0.00884588632649739
"GOBP_DNA_METABOLIC_PROCESS",0.17340356402489,-0.00615778997745324,0.100485426330728,-0.155297746170233,0.0853811227651054,-0.286805306098331,-0.0677157195279242,0.0660294767718147,0.9353802142817,0.189004580221294,0.0444055044340073,0.427867791748676,0.00945322939819807,0.529074274137701,0.00432490806941049,0.88400773434662,0.575242739429889
"GOBP_DNA_REPLICATION",0.365435220722264,0.075164489470896,0.0949413162369287,-0.0898197367981001,0.0115115592414107,-0.338543297131819,-0.142095329240046,0.0109375230766753,0.392617135876372,0.281097985341195,0.307619173254087,0.926014675717535,0.00802749791282504,0.25427171466613,0.000150237849224315,0.307018999370465,0.262933421282934
"GOBP_DNA_TEMPLATED_DNA_REPLICATION",0.49250109302449,0.101443071659558,0.0464307436853504,-0.0595633031576028,-0.031154811890492,-0.333949950445831,-0.190733722100829,0.00140466059906809,0.255501613948188,0.601193979653654,0.50284084495116,0.803967338330666,0.00968259926176095,0.132177616880615,1.83454650566474e-06,0.0822706575580754,0.0400533613661171
"GOBP_MITOCHONDRIAL_DNA_REPLICATION",0.169078725553147,0.06629300652166,0.114595772191628,-0.290452339020589,0.140543769062244,-0.312456272229872,0.0225326147087487,0.357378135244057,0.611213228434514,0.380567603225797,0.0288796264383045,0.446640907295044,0.0937222880603862,0.902660863799259,0.0327237987017746,0.87012472667223,0.574467557286645
"GOBP_DNA_TOPOLOGICAL_CHANGE",0.222293872471814,0.0578661219677748,0.1321904141448,-0.243812292313401,0.0262012440209101,-0.360589590091148,-0.0818314751044752,0.442106964499128,0.642887080817661,0.291327398755143,0.0542236727621459,0.881890715033903,0.044397185665642,0.642901586876886,0.254789733462475,0.981894071521647,0.7008541873819
"GOBP_DNA_LIGATION",0.196173525296285,0.0224775235499637,0.162902076371759,-0.0618533991553146,0.281294844274459,-0.218569329333629,-0.199072019271767,0.293115072518781,0.843385429710915,0.155620368911979,0.587079210778007,0.0842164748455688,0.177562445680288,0.218843481781857,0.00426069441820426,0.421816797935263,0.711243850477053
"GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",0.848801048086911,0.121817944526912,0.017610957127428,0.0782670170684007,-0.162251951380311,-0.422284945412157,-0.342969927066589,2.49177012361637e-05,0.260730458434743,0.870172841982657,0.468550344443,0.289210856419194,0.00719005941851022,0.0274422951086751,2.54956708157951e-09,0.00106210641383647,1.66816606114048e-05
"GOBP_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER",0.309071829608294,0.0702276004372826,-0.115476290154389,0.00367418607234536,-0.00478624446759453,-0.219336620662649,-0.289596679536434,0.0711284954944593,0.515883510993566,0.286820446938118,0.972836081509914,0.974977875120765,0.154112458636404,0.0614772168682386,0.0142846194917429,0.866272223805598,0.879628255851494
"GOBP_DNA_REPLICATION_INITIATION",0.608615792530822,0.0787557639983442,0.0692488523617748,-0.0734051670061271,-0.0505679795757724,-0.350735934074742,-0.106268976685565,0.00206043726183256,0.418998701537965,0.477056797861593,0.451135017720524,0.713080208996858,0.012916406955407,0.440540408317175,8.44055576828722e-06,0.0221444321366817,0.00270029838017251
"GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",0.907097661280805,0.15921367851436,0.0381893220096804,-0.0735782968942907,-0.22070168133782,-0.489310942358279,-0.280367623207131,0.0023172525926674,0.164837405239996,0.737081279934137,0.518280983183326,0.173230436816132,0.0033477105259302,0.0850721849786013,1.55727303212637e-05,0.0198223535424964,0.0047105598659985
"GOBP_REGULATION_OF_DNA_REPLICATION",0.41414150067245,0.0558806670085719,0.0976800984250907,-0.0860971746120488,-0.00134486359691985,-0.351513808463121,-0.172124684723297,0.00568264223154002,0.514061970192994,0.255756719452662,0.315899766320308,0.991124218477405,0.00492736683113133,0.157984815884079,8.17977387097559e-05,0.177873445478252,0.19004339062645
"GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS",-0.252070504845067,-0.182443642337935,0.0642955211833447,-0.414290191852686,0.295809942797198,-0.240796422095464,0.0995853214690664,0.0253840454379981,0.0848723558892566,0.53927447228519,0.000189361160444964,0.0490736469415527,0.10725504731268,0.501486409355678,0.197488477447068,6.83440237556988e-05,1.39374774381048e-07
"GOBP_DNA_REPAIR",0.272466509852188,0.0059847204413893,0.109326992708331,-0.148300088700889,0.0918840771416297,-0.347743063855847,-0.130334897458144,0.0208532731006831,0.945376033103925,0.213677899502992,0.0933866593118857,0.458020448448572,0.00637812854527925,0.293616838918702,0.000466443985579895,0.747646098645322,0.953520566507358
"GOBP_REGULATION_OF_DNA_REPAIR",0.246349941478793,-0.0716039437542492,0.0969825523398469,-0.20310553288337,0.154716251508745,-0.360237113186938,-0.078169061143188,0.071698904886619,0.432285993619595,0.288536757730498,0.0286313311131583,0.231809544421766,0.00663346629518936,0.543966529358115,0.00764203177078457,0.891135007063671,0.777355252675663
"GOBP_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR",-0.147199234918011,-0.0391096275920764,0.0161450853249219,-0.286696716027147,0.191137948159821,-0.2695318126663,-0.054432082051851,0.358608500470433,0.741801059433077,0.891772578748692,0.0182717473725013,0.257227530663302,0.11199312102155,0.745750271085107,0.975035709323941,0.009435516198191,0.00155381973923344
"GOBP_BASE_EXCISION_REPAIR",0.395711295065602,0.104605191183542,0.203715469498793,-0.144605179087376,0.0669829753587456,-0.389750635426775,-0.0215089518810156,0.0120225363399862,0.262015146657641,0.0312901390911828,0.122778116339311,0.610049680262172,0.00412026618665349,0.869788072887568,1.22361619724845e-05,0.106007278851907,0.0767313331356747
"GOBP_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",0.358902621960616,0.21681398827538,0.280710194462699,-0.0399140583737117,-0.133059737464548,-0.329236837750422,-0.0130703657840882,0.120677759389028,0.0467169058243839,0.0108539906529734,0.709832699279862,0.381692936689483,0.0331488336629431,0.931304967558669,0.0273801243936634,0.121908789565481,0.12736013270049
"GOBP_BASE_EXCISION_REPAIR_GAP_FILLING",0.725018791526147,0.194796143299749,0.319609641080873,-0.120088982082363,9.85050385869592e-05,-0.509030741354108,-0.0731340764663505,3.20306123391304e-05,0.096270492135722,0.00740148143026001,0.301733947268368,0.999519923952703,0.0027611835811263,0.655349871185602,5.2568157922773e-12,5.90774289418014e-05,6.66453579043066e-05
"GOBP_NUCLEOTIDE_EXCISION_REPAIR",0.224232744441612,-0.104635384693662,0.108932075204866,-0.177698639194098,0.21451708653498,-0.334413357680289,-0.0973672015361108,0.0696662649706253,0.266153438763431,0.24722082584106,0.0614206167790546,0.108947692819326,0.0138140041132372,0.463063145514921,0.00356689358965684,0.991311478563264,0.657503386672687
"GOBP_PYRIMIDINE_DIMER_REPAIR",-0.341668270149541,-0.184572791767745,0.147443612458825,-0.414097501733927,0.446640644482298,-0.160659910912552,0.195596256525714,0.0801429552816876,0.0863576112325614,0.16881331751775,0.000236201692761954,0.00411748880638681,0.287499129126162,0.196362732958054,0.639868606488065,0.0369811101861531,0.000992603195111679
"GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING",0.435293197890458,-0.000795266297283536,0.0238354998810757,-0.0506635700097516,-0.0496712731859195,-0.292328904748719,-0.365520243029207,0.0152658363082246,0.995018484387328,0.851582756273726,0.691010626234443,0.782814183717185,0.10842793775087,0.0460075305007846,0.0147874803741604,0.290725363198445,0.90365828883668
"GOBP_MISMATCH_REPAIR",0.495621422075638,0.0532879615215162,0.12152321395051,-0.0197726147018411,-0.0979868860861902,-0.456076054506204,-0.283506410440004,0.0121012759157913,0.579901485524088,0.20926260506744,0.837091001828459,0.47208919918156,0.00132602664027697,0.0405152955244542,0.00323017142838093,0.292833264957888,0.20905310876073
"GOBP_POSTREPLICATION_REPAIR",0.0859505953758353,-0.0108431215525105,0.103093108430748,-0.252262989781871,0.0327234369365685,-0.29912596697822,0.011996849191719,0.608316384985823,0.921141785891802,0.348353563884301,0.0241786207293974,0.832712996061866,0.0571806332503989,0.938265686561039,0.50540791167206,0.496561320681277,0.340533383357628
"GOBP_DOUBLE_STRAND_BREAK_REPAIR",0.398999384720819,0.0133773287385056,0.0817972611301019,-0.0925749722896096,0.054825767834598,-0.345893910721825,-0.183379518217464,0.00423601012492548,0.870528998109879,0.320907559658009,0.261825800144832,0.636963551853673,0.00400978387084249,0.117852673975168,2.60320618472746e-05,0.22460773664115,0.268023876984275
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING",0.18034777385707,0.0248807003668861,0.209425773384159,-0.102416133519954,0.166568503716994,-0.395886759518249,-0.164617474774807,0.215071877685132,0.814146611440168,0.0514440678951647,0.334991049802122,0.268133186252499,0.0100991532704843,0.273721981726662,0.00701131095949626,0.96463849807937,0.529575730234666
"GOBP_DNA_MODIFICATION",0.139028064169675,-0.0501768129990169,0.0969358118828347,-0.0950162227598366,0.124853052236181,-0.167541048075816,-0.0242079855747827,0.133848412739401,0.397561766052201,0.104970526370306,0.111881472912881,0.139066681265018,0.0487404673663409,0.772297266644486,0.0118271894523287,0.420263618890475,0.815549467403605
"GOBP_DNA_METHYLATION",0.237973474080922,0.00499340979610366,0.0963366780033073,-0.0665578411064489,-0.00160035339881983,-0.242965495575069,-0.0847190632111294,0.09538589568517,0.934868489242904,0.11862108957108,0.278392687904603,0.985223732724371,0.00643680892472343,0.328813088031402,0.0454644239140303,0.449037011348561,0.472448863644862
"GOBP_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR",-0.671533886712305,-0.308753991983762,0.136066448644004,-0.324421219655754,0.664902267492023,0.056551568638849,0.27523212702915,0.0053377250051035,0.00399527070410764,0.192032957653865,0.00257634707881108,2.58221972714517e-05,0.699561159704044,0.0639695225476305,0.0674788259722793,0.00549391425631138,2.9350909956663e-05
"GOBP_DNA_CATABOLIC_PROCESS",0.0844388645193173,-0.024041820767356,-0.0379825018902503,-0.155748804796983,0.00232302521942437,-0.115327943303428,-0.0391990183032188,0.42499150636552,0.736721110742386,0.595579692264438,0.0325669626036866,0.98166527797003,0.256476413465443,0.698353530834628,0.536420509150141,0.497219817296403,0.276024961409987
"GOBP_APOPTOTIC_DNA_FRAGMENTATION",-0.169480840690091,-0.23582492462212,-0.124127985712221,-0.314430315345758,0.215978712906571,-0.0427364795729188,0.105019200730472,0.116899960712488,0.00464828213928074,0.126937458315385,0.00022936598709538,0.0616711994476748,0.707646145305332,0.358179518455645,0.0613957852093758,0.000889786005697372,0.000181388856899752
"GOBP_DNA_RECOMBINATION",0.339060230222872,0.0132200189470931,0.0629518197283079,-0.0880376229178321,0.030642635212891,-0.309006144942059,-0.15833743302687,0.000719459064252592,0.846410895512347,0.357966247160356,0.200103848769694,0.750947745164132,0.00209964346887759,0.10466886071971,2.61335008309415e-06,0.253731655475197,0.255372594194136
"GOBP_MITOTIC_RECOMBINATION",0.227222859702141,-0.0576024069818185,0.0545460321704031,-0.112389084446736,0.160569906996037,-0.283605362952671,-0.189985066259841,0.084339694801235,0.598649426849211,0.618148755112759,0.306006912048501,0.301123635194481,0.0703851636316316,0.221980442947279,0.00819285527152563,0.988267019516842,0.547321935095504
"GOBP_CHROMATIN_ORGANIZATION",0.142234770610087,-0.0765846283563204,0.0930256595484727,-0.176201654546012,0.134600118355767,-0.30833613765536,-0.0417802894228678,0.203573252162951,0.342564927852629,0.249810765370312,0.0315881288138024,0.239149514861,0.00844596424766728,0.713390328907775,0.0581630681133856,0.489356633051271,0.4736173275524
"GOBP_DNA_REPLICATION_DEPENDENT_CHROMATIN_ASSEMBLY",0.935956832896945,0.135824167180671,0.0816636112655283,0.00179485480892986,-0.185565993400293,-0.411992960804416,-0.0225844141087865,0.00703472780582404,0.201376005658643,0.440389495063718,0.986436838763123,0.216888665363011,0.00743474977245119,0.879786819102867,9.5797225762712e-05,0.00767849558109787,5.6147898463085e-05
"GOBP_CHROMATIN_REMODELING",0.193192203259465,-0.0924243690206076,0.0791507602895632,-0.149319163081841,0.159073590353749,-0.298404820518738,-0.0575663657320287,0.067032888097609,0.212249153192726,0.284570849448264,0.0460706934580917,0.130173782707617,0.00552951144497251,0.580755847421156,0.00682099898500488,0.78611793294974,0.886626314143899
"GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION",0.328645129963502,-0.155780073190068,0.10063316283865,-0.0859696965465323,0.220769824536003,-0.308821364687794,-0.177567941578059,0.113015147067155,0.15274660785609,0.353241341764685,0.427296930580651,0.151899485295186,0.0467803543758859,0.247701406426904,0.030901183978322,0.508946850366739,0.721098199404767
"GOBP_REGULATION_OF_GENE_EXPRESSION_BY_GENOMIC_IMPRINTING",0.0249135499714425,-0.0259690850059318,0.0790172124325566,-0.0624617832618365,0.019431098882461,-0.255553885964707,-0.0870444474529318,0.8880798222299,0.806109377074615,0.456099964813076,0.555425958329198,0.896656065323295,0.0914144198884853,0.561197623643441,0.914563786928414,0.37602925348703,0.466967662874779
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION",-0.149174043262627,-0.155562258579171,0.10414693279644,-0.330937756707491,0.356884128136468,-0.194528000077147,0.129573898997606,0.157364000283833,0.0991455448345658,0.26659871758409,0.000725329132465744,0.00859256413718147,0.143826287860372,0.327840986744129,0.609653408251548,0.0190049915983536,0.000599054993821877
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION",0.0594843521619029,-0.169325960702865,0.110924515503262,-0.235888677870556,0.211903207839489,-0.350065472540029,-0.0236693878787986,0.66022493555081,0.0871753488405281,0.259161827110695,0.0184499256056747,0.129110962097963,0.0136185963364232,0.864108436936266,0.438423077327372,0.172578400299426,0.128769115986854
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",-0.222149760929341,-0.116036986280856,0.115295703622511,-0.331668392734037,0.336045485066279,-0.236986153930867,0.110095024267304,0.0586604836262513,0.241029302693844,0.244013705669513,0.00126139583708114,0.0183416517344475,0.0924206858165032,0.430074146809713,0.984602578983247,0.00194174405288192,6.35470990995632e-05
"GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I",-0.0881044531720736,-0.155783047650077,0.0704348442099018,-0.275580865384382,0.303372016351323,-0.28419588293839,-0.0308826199018496,0.483106083711741,0.116646984854411,0.474452752692319,0.00656718313153659,0.0322575641169023,0.0443797442870224,0.824170111029149,0.626676906277019,0.0135727213870032,0.0012535269035084
"GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III",-0.117920661817562,-0.206132584411792,0.0723021697409553,-0.154818766348238,0.238009941534768,-0.324697912077198,-0.175398146531865,0.2748552047732,0.0586398192561235,0.501915024226268,0.153053446398085,0.120901963251938,0.035801380469185,0.251005539693447,0.421600852484498,0.000542655611842636,2.84390886768666e-05
"GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I",-0.0534525917429808,-0.174337032002529,0.0641242209198319,-0.290579125935657,0.333047295989034,-0.262866298271117,-0.000194230915880272,0.654404493382112,0.0706605057848698,0.501057496702245,0.0032366935217093,0.0157198841114896,0.0543860813556649,0.998848007016496,0.368167174623082,0.0310707411593307,0.00325051674811823
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_I_PROMOTER",0.175363722499553,-0.18584185095203,-0.0430079928961151,-0.198038792350788,0.176579330905082,-0.135547265362367,-0.0620250777346024,0.297236610585102,0.0380106781217841,0.625227387835354,0.0274086229325254,0.159215638941667,0.278241644794511,0.61841834453056,0.285274564712057,0.983619412811545,0.585833031655355
"GOBP_RRNA_PROCESSING",-0.374355528344182,-0.201934590489355,0.113640582018554,-0.354876504555958,0.574512061739052,-0.087419915163832,0.146351968758803,0.00338191134162029,0.0806857306187843,0.32139414296573,0.0027601679753182,0.000700637923284018,0.58854144818365,0.366192462679475,0.987994881273317,0.00321828713402397,8.11403909234737e-07
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER",-0.188582121914247,-0.132192798229065,0.129461784001236,-0.351520475297582,0.38585984029372,-0.174412969685691,0.158785519250334,0.0832775266970026,0.178564453821525,0.187569704355983,0.000607588581403181,0.0066917885550488,0.209039269494124,0.252232956371123,0.534198618113615,0.0257197418274077,0.00027067232149031
"GOBP_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION",0.253578778153737,-0.195435721403239,-0.0084051792122035,-0.242927184810298,0.309747989205919,-0.301942988327314,-0.0485999710017368,0.0910276156257438,0.0952457061835308,0.942127605007125,0.0393083762644243,0.0622858128067555,0.0689762069627623,0.766685968694257,0.00886480380384129,0.686312165531752,0.787183595092505
"GOBP_MRNA_SPLICE_SITE_SELECTION",0.0105818173109173,-0.129048572902351,-0.0983150210578829,-0.310016925005161,0.248961226033671,0.0509644180983955,0.0911276713627199,0.940597009545931,0.0655288278478332,0.158137079649074,3.1068873582802e-05,0.0130343249129867,0.602301197031497,0.352664374726801,0.338294962703588,0.787313175867433,0.126384976430934
"GOBP_MRNA_CLEAVAGE",-0.120947986945291,-0.202901668537693,-0.00483839617405827,-0.238537665626703,0.450141245669997,-0.184426947319462,-0.140818094562336,0.433288661440356,0.0692272399183001,0.964957526129132,0.0335808295336859,0.00517457286107798,0.239088311334124,0.367550782943231,0.395831381476944,0.0370111364756024,0.000769144978993253
"GOBP_ADENOSINE_TO_INOSINE_EDITING",0.48103805859695,0.112453031002029,-0.03703795711526,0.153055306559626,-0.23016542608989,-0.0787678992841854,-0.40263416495993,0.048883074829224,0.319164186109435,0.74190963481632,0.176661215367279,0.151207251575265,0.620633444450159,0.0135801064061971,0.0702228990087722,0.0687634829265578,0.248757343851668
"GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III",-0.104427592356966,-0.14482277441846,0.114551842145211,-0.210669884683455,0.291099106431753,-0.290271669750083,-0.101464839476608,0.307820768675691,0.158828126949709,0.263672826534481,0.0421212534861771,0.0469066726648838,0.0475167862379889,0.482577013810752,0.680365959826201,0.00581911928654434,4.11924968934345e-05
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_III_PROMOTER",0.236779682990172,-0.140817179214939,0.151502755167121,-0.177600394202714,0.254392855539463,-0.413844998566328,-0.050682648680511,0.309099852570518,0.240771028935623,0.207330466023782,0.140344323255884,0.135407763605644,0.0167016828013236,0.76405260983482,0.103415001729333,0.905418240702757,0.968496535816254
"GOBP_MITOCHONDRIAL_TRANSCRIPTION",-0.366428838130105,-0.112409331334858,0.139121702128649,-0.334861894022662,0.353377471877143,-0.118064438421618,0.27127292950835,0.0154151637167938,0.331740538655828,0.230619165472555,0.00499376594912655,0.0335676695035679,0.470213647529988,0.100169006776669,0.356508490850754,0.0111420359286799,0.00157608795094184
"GOBP_RNA_PROCESSING",-0.114964014761293,-0.142468495302507,0.0529822081866517,-0.247723519014098,0.32600599998357,-0.136579264680993,0.00786031392292806,0.259244904379821,0.0586644967453123,0.476287450155912,0.00139563673440576,0.0027899801395555,0.196348746113997,0.940310387912527,0.480030489804736,0.0408524578370085,0.00025773996949925
